Type,Entry Time,Exit Time,Signal,Entry Price,Exit Price,Points,PnL INR,Net PnL %,Cumulative PnL INR,Cumulative PnL %,Holding Time
SHORT,2025-09-08 14:45:00+05:30,2025-09-10 09:15:00+05:30,SHORT,54250.75,54472.75,-222.0,-6660.0,-4.44,2243860.5,1495.91,1 days 18:30:00
LONG,2025-09-10 09:15:00+05:30,2025-09-10 14:40:00+05:30,LONG,54472.75,54441.5,-31.25,-937.5,-0.62,2242923.0,1495.28,0 days 05:25:00
SHORT,2025-09-10 14:40:00+05:30,2025-09-11 12:15:00+05:30,SHORT,54441.5,54678.55,-237.05,-7111.5,-4.74,2235811.5,1490.54,0 days 21:35:00
LONG,2025-09-11 12:15:00+05:30,2025-09-15 13:40:00+05:30,LONG,54678.55,54866.8,188.25,5647.5,3.76,2241459.0,1494.31,4 days 01:25:00
SHORT,2025-09-15 13:40:00+05:30,2025-09-16 09:50:00+05:30,SHORT,54866.8,55053.55,-186.75,-5602.5,-3.74,2235856.5,1490.57,0 days 20:10:00
LONG,2025-09-16 09:50:00+05:30,2025-09-18 13:00:00+05:30,LONG,55053.55,55542.1,488.55,14656.5,9.77,2250513.0,1500.34,2 days 03:10:00
SHORT,2025-09-18 13:00:00+05:30,2025-09-18 15:15:00+05:30,SHORT,55542.1,55753.3,-211.2,-6336.0,-4.22,2244177.0,1496.12,0 days 02:15:00
LONG,2025-09-18 15:15:00+05:30,2025-09-19 09:30:00+05:30,LONG,55753.3,55541.75,-211.55,-6346.5,-4.23,2237830.5,1491.89,0 days 18:15:00
SHORT,2025-09-19 09:30:00+05:30,2025-09-22 09:25:00+05:30,SHORT,55541.75,55541.8,-0.05,-1.5,-0.0,2237829.0,1491.89,2 days 23:55:00
LONG,2025-09-22 09:25:00+05:30,2025-09-22 14:00:00+05:30,LONG,55541.8,55443.6,-98.2,-2946.0,-1.96,2234883.0,1489.92,0 days 04:35:00
SHORT,2025-09-22 14:00:00+05:30,2025-09-23 12:25:00+05:30,SHORT,55443.6,55434.3,9.3,279.0,0.19,2235162.0,1490.11,0 days 22:25:00
LONG,2025-09-23 12:25:00+05:30,2025-09-24 09:15:00+05:30,LONG,55434.3,55413.1,-21.2,-636.0,-0.42,2234526.0,1489.68,0 days 20:50:00
SHORT,2025-09-24 09:15:00+05:30,2025-09-24 13:15:00+05:30,SHORT,55413.1,55264.45,148.65,4459.5,2.97,2238985.5,1492.66,0 days 04:00:00
LONG,2025-09-24 13:15:00+05:30,2025-09-24 14:30:00+05:30,LONG,55264.45,55082.1,-182.35,-5470.5,-3.65,2233515.0,1489.01,0 days 01:15:00
SHORT,2025-09-24 14:30:00+05:30,2025-09-29 09:30:00+05:30,SHORT,55082.1,54571.2,510.9,15327.0,10.22,2248842.0,1499.23,4 days 19:00:00
LONG,2025-09-29 09:30:00+05:30,2025-09-29 11:30:00+05:30,LONG,54571.2,54420.45,-150.75,-4522.5,-3.02,2244319.5,1496.21,0 days 02:00:00
SHORT,2025-09-29 11:30:00+05:30,2025-09-29 13:10:00+05:30,SHORT,54420.45,54497.4,-76.95,-2308.5,-1.54,2242011.0,1494.67,0 days 01:40:00
LONG,2025-09-29 13:10:00+05:30,2025-10-07 15:05:00+05:30,LONG,54497.4,56259.75,1762.35,52870.5,35.25,2294881.5,1529.92,8 days 01:55:00
SHORT,2025-10-07 15:05:00+05:30,2025-10-08 13:05:00+05:30,SHORT,56259.75,56121.05,138.7,4161.0,2.77,2299042.5,1532.7,0 days 22:00:00
LONG,2025-10-08 13:05:00+05:30,2025-10-08 15:25:00+05:30,LONG,56121.05,55938.35,-182.7,-5481.0,-3.65,2293561.5,1529.04,0 days 02:20:00
SHORT,2025-10-08 15:25:00+05:30,2025-10-09 11:10:00+05:30,SHORT,55938.35,56159.55,-221.2,-6636.0,-4.42,2286925.5,1524.62,0 days 19:45:00
LONG,2025-10-09 11:10:00+05:30,2025-10-13 09:15:00+05:30,LONG,56159.55,56510.35,350.8,10524.0,7.02,2297449.5,1531.63,3 days 22:05:00
SHORT,2025-10-13 09:15:00+05:30,2025-10-13 14:20:00+05:30,SHORT,56510.35,56694.75,-184.4,-5532.0,-3.69,2291917.5,1527.95,0 days 05:05:00
LONG,2025-10-13 14:20:00+05:30,2025-10-14 10:00:00+05:30,LONG,56694.75,56513.5,-181.25,-5437.5,-3.62,2286480.0,1524.32,0 days 19:40:00
SHORT,2025-10-14 10:00:00+05:30,2025-10-14 14:40:00+05:30,SHORT,56513.5,56517.1,-3.6,-108.0,-0.07,2286372.0,1524.25,0 days 04:40:00
LONG,2025-10-14 14:40:00+05:30,2025-10-17 13:00:00+05:30,LONG,56517.1,57545.5,1028.4,30852.0,20.57,2317224.0,1544.82,2 days 22:20:00
SHORT,2025-10-17 13:00:00+05:30,2025-10-20 09:15:00+05:30,SHORT,57545.5,58121.4,-575.9,-17277.0,-11.52,2299947.0,1533.3,2 days 20:15:00
LONG,2025-10-20 09:15:00+05:30,2025-10-20 14:25:00+05:30,LONG,58121.4,58008.7,-112.7,-3381.0,-2.25,2296566.0,1531.04,0 days 05:10:00
SHORT,2025-10-20 14:25:00+05:30,2025-10-23 09:15:00+05:30,SHORT,58008.7,58229.7,-221.0,-6630.0,-4.42,2289936.0,1526.62,2 days 18:50:00
LONG,2025-10-23 09:15:00+05:30,2025-10-23 13:50:00+05:30,LONG,58229.7,58385.05,155.35,4660.5,3.11,2294596.5,1529.73,0 days 04:35:00
SHORT,2025-10-23 13:50:00+05:30,2025-10-27 09:15:00+05:30,SHORT,58385.05,57863.7,521.35,15640.5,10.43,2310237.0,1540.16,3 days 19:25:00
LONG,2025-10-27 09:15:00+05:30,2025-10-27 13:30:00+05:30,LONG,57863.7,57973.35,109.65,3289.5,2.19,2313526.5,1542.35,0 days 04:15:00
SHORT,2025-10-27 13:30:00+05:30,2025-10-27 15:25:00+05:30,SHORT,57973.35,58198.6,-225.25,-6757.5,-4.5,2306769.0,1537.85,0 days 01:55:00
LONG,2025-10-27 15:25:00+05:30,2025-10-28 10:05:00+05:30,LONG,58198.6,57919.35,-279.25,-8377.5,-5.58,2298391.5,1532.26,0 days 18:40:00
SHORT,2025-10-28 10:05:00+05:30,2025-10-28 12:35:00+05:30,SHORT,57919.35,58069.6,-150.25,-4507.5,-3.0,2293884.0,1529.26,0 days 02:30:00
LONG,2025-10-28 12:35:00+05:30,2025-10-30 09:30:00+05:30,LONG,58069.6,58169.05,99.45,2983.5,1.99,2296867.5,1531.24,1 days 20:55:00
SHORT,2025-10-30 09:30:00+05:30,2025-10-31 09:30:00+05:30,SHORT,58169.05,58253.3,-84.25,-2527.5,-1.68,2294340.0,1529.56,1 days 00:00:00
LONG,2025-10-31 09:30:00+05:30,2025-10-31 10:20:00+05:30,LONG,58253.3,57894.7,-358.6,-10758.0,-7.17,2283582.0,1522.39,0 days 00:50:00
SHORT,2025-10-31 10:20:00+05:30,2025-11-03 09:40:00+05:30,SHORT,57894.7,57981.4,-86.7,-2601.0,-1.73,2280981.0,1520.65,2 days 23:20:00
LONG,2025-11-03 09:40:00+05:30,2025-11-04 09:25:00+05:30,LONG,57981.4,57959.25,-22.15,-664.5,-0.44,2280316.5,1520.21,0 days 23:45:00
SHORT,2025-11-04 09:25:00+05:30,2025-11-07 11:15:00+05:30,SHORT,57959.25,57590.8,368.45,11053.5,7.37,2291370.0,1527.58,3 days 01:50:00
LONG,2025-11-07 11:15:00+05:30,2025-11-10 15:20:00+05:30,LONG,57590.8,57905.85,315.05,9451.5,6.3,2300821.5,1533.88,3 days 04:05:00
SHORT,2025-11-10 15:20:00+05:30,2025-11-11 12:15:00+05:30,SHORT,57905.85,57864.2,41.65,1249.5,0.83,2302071.0,1534.71,0 days 20:55:00
LONG,2025-11-11 12:15:00+05:30,2025-11-12 14:05:00+05:30,LONG,57864.2,58321.95,457.75,13732.5,9.16,2315803.5,1543.87,1 days 01:50:00
SHORT,2025-11-12 14:05:00+05:30,2025-11-13 10:00:00+05:30,SHORT,58321.95,58434.75,-112.8,-3384.0,-2.26,2312419.5,1541.61,0 days 19:55:00
LONG,2025-11-13 10:00:00+05:30,2025-11-13 13:55:00+05:30,LONG,58434.75,58440.35,5.6,168.0,0.11,2312587.5,1541.72,0 days 03:55:00
SHORT,2025-11-13 13:55:00+05:30,2025-11-14 15:00:00+05:30,SHORT,58440.35,58456.15,-15.8,-474.0,-0.32,2312113.5,1541.41,1 days 01:05:00
LONG,2025-11-14 15:00:00+05:30,2025-11-18 15:00:00+05:30,LONG,58456.15,58912.3,456.15,13684.5,9.12,2325798.0,1550.53,4 days 00:00:00
SHORT,2025-11-18 15:00:00+05:30,2025-11-19 12:30:00+05:30,SHORT,58912.3,59020.35,-108.05,-3241.5,-2.16,2322556.5,1548.37,0 days 21:30:00
LONG,2025-11-19 12:30:00+05:30,2025-11-21 09:15:00+05:30,LONG,59020.35,59187.55,167.2,5016.0,3.34,2327572.5,1551.72,1 days 20:45:00
SHORT,2025-11-21 09:15:00+05:30,2025-11-21 12:45:00+05:30,SHORT,59187.55,59098.45,89.1,2673.0,1.78,2330245.5,1553.5,0 days 03:30:00
LONG,2025-11-21 12:45:00+05:30,2025-11-21 14:50:00+05:30,LONG,59098.45,58936.0,-162.45,-4873.5,-3.25,2325372.0,1550.25,0 days 02:05:00
SHORT,2025-11-21 14:50:00+05:30,2025-11-24 10:05:00+05:30,SHORT,58936.0,59074.35,-138.35,-4150.5,-2.77,2321221.5,1547.48,2 days 19:15:00
LONG,2025-11-24 10:05:00+05:30,2025-11-24 14:20:00+05:30,LONG,59074.35,59113.3,38.95,1168.5,0.78,2322390.0,1548.26,0 days 04:15:00
SHORT,2025-11-24 14:20:00+05:30,2025-11-25 10:10:00+05:30,SHORT,59113.3,59026.6,86.7,2601.0,1.73,2324991.0,1549.99,0 days 19:50:00
LONG,2025-11-25 10:10:00+05:30,2025-11-25 14:35:00+05:30,LONG,59026.6,58901.65,-124.95,-3748.5,-2.5,2321242.5,1547.5,0 days 04:25:00
SHORT,2025-11-25 14:35:00+05:30,2025-11-26 09:25:00+05:30,SHORT,58901.65,59075.6,-173.95,-5218.5,-3.48,2316024.0,1544.02,0 days 18:50:00
LONG,2025-11-26 09:25:00+05:30,2025-11-27 13:10:00+05:30,LONG,59075.6,59656.3,580.7,17421.0,11.61,2333445.0,1555.63,1 days 03:45:00
SHORT,2025-11-27 13:10:00+05:30,2025-11-28 10:45:00+05:30,SHORT,59656.3,59833.85,-177.55,-5326.5,-3.55,2328118.5,1552.08,0 days 21:35:00
LONG,2025-11-28 10:45:00+05:30,2025-12-01 11:40:00+05:30,LONG,59833.85,59834.95,1.1,33.0,0.02,2328151.5,1552.1,3 days 00:55:00
SHORT,2025-12-01 11:40:00+05:30,2025-12-03 12:10:00+05:30,SHORT,59834.95,59158.5,676.45,20293.5,13.53,2348445.0,1565.63,2 days 00:30:00
LONG,2025-12-03 12:10:00+05:30,2025-12-04 11:40:00+05:30,LONG,59158.5,59288.45,129.95,3898.5,2.6,2352343.5,1568.23,0 days 23:30:00
SHORT,2025-12-04 11:40:00+05:30,2025-12-04 15:15:00+05:30,SHORT,59288.45,59310.7,-22.25,-667.5,-0.44,2351676.0,1567.78,0 days 03:35:00
LONG,2025-12-04 15:15:00+05:30,2025-12-08 09:25:00+05:30,LONG,59310.7,59575.5,264.8,7944.0,5.3,2359620.0,1573.08,3 days 18:10:00
SHORT,2025-12-08 09:25:00+05:30,2025-12-09 11:05:00+05:30,SHORT,59575.5,59221.55,353.95,10618.5,7.08,2370238.5,1580.16,1 days 01:40:00
LONG,2025-12-09 11:05:00+05:30,2025-12-10 11:15:00+05:30,LONG,59221.55,59169.55,-52.0,-1560.0,-1.04,2368678.5,1579.12,1 days 00:10:00
SHORT,2025-12-10 11:15:00+05:30,2025-12-11 09:25:00+05:30,SHORT,59169.55,59093.35,76.2,2286.0,1.52,2370964.5,1580.64,0 days 22:10:00
LONG,2025-12-11 09:25:00+05:30,2025-12-12 10:40:00+05:30,LONG,59093.35,59274.5,181.15,5434.5,3.62,2376399.0,1584.27,1 days 01:15:00
SHORT,2025-12-12 10:40:00+05:30,2025-12-15 11:50:00+05:30,SHORT,59274.5,59410.0,-135.5,-4065.0,-2.71,2372334.0,1581.56,3 days 01:10:00
LONG,2025-12-15 11:50:00+05:30,2025-12-16 09:15:00+05:30,LONG,59410.0,59294.45,-115.55,-3466.5,-2.31,2368867.5,1579.24,0 days 21:25:00
SHORT,2025-12-16 09:15:00+05:30,2025-12-18 10:15:00+05:30,SHORT,59294.45,59079.2,215.25,6457.5,4.3,2375325.0,1583.55,2 days 01:00:00
LONG,2025-12-18 10:15:00+05:30,2025-12-18 14:05:00+05:30,LONG,59079.2,58980.75,-98.45,-2953.5,-1.97,2372371.5,1581.58,0 days 03:50:00
SHORT,2025-12-18 14:05:00+05:30,2025-12-19 09:25:00+05:30,SHORT,58980.75,59096.0,-115.25,-3457.5,-2.31,2368914.0,1579.28,0 days 19:20:00
LONG,2025-12-19 09:25:00+05:30,2025-12-24 13:15:00+05:30,LONG,59096.0,59215.5,119.5,3585.0,2.39,2372499.0,1581.67,5 days 03:50:00
SHORT,2025-12-24 13:15:00+05:30,2025-12-29 14:05:00+05:30,SHORT,59215.5,58959.65,255.85,7675.5,5.12,2380174.5,1586.78,5 days 00:50:00
LONG,2025-12-29 14:05:00+05:30,2025-12-30 09:20:00+05:30,LONG,58959.65,58775.15,-184.5,-5535.0,-3.69,2374639.5,1583.09,0 days 19:15:00
SHORT,2025-12-30 09:20:00+05:30,2025-12-30 10:20:00+05:30,SHORT,58775.15,59019.1,-243.95,-7318.5,-4.88,2367321.0,1578.21,0 days 01:00:00
LONG,2025-12-30 10:20:00+05:30,2025-12-31 15:00:00+05:30,LONG,59019.1,59563.9,544.8,16344.0,10.9,2383665.0,1589.11,1 days 04:40:00
SHORT,2025-12-31 15:00:00+05:30,2026-01-02 09:15:00+05:30,SHORT,59563.9,59895.15,-331.25,-9937.5,-6.62,2373727.5,1582.48,1 days 18:15:00
LONG,2026-01-02 09:15:00+05:30,2026-01-05 13:30:00+05:30,LONG,59895.15,60096.0,200.85,6025.5,4.02,2379753.0,1586.5,3 days 04:15:00
SHORT,2026-01-05 13:30:00+05:30,2026-01-05 14:55:00+05:30,SHORT,60096.0,60100.75,-4.75,-142.5,-0.1,2379610.5,1586.41,0 days 01:25:00
LONG,2026-01-05 14:55:00+05:30,2026-01-07 09:15:00+05:30,LONG,60100.75,59961.95,-138.8,-4164.0,-2.78,2375446.5,1583.63,1 days 18:20:00
SHORT,2026-01-07 09:15:00+05:30,2026-01-07 15:00:00+05:30,SHORT,59961.95,59966.35,-4.4,-132.0,-0.09,2375314.5,1583.54,0 days 05:45:00
LONG,2026-01-07 15:00:00+05:30,2026-01-08 11:00:00+05:30,LONG,59966.35,59852.1,-114.25,-3427.5,-2.28,2371887.0,1581.26,0 days 20:00:00
SHORT,2026-01-08 11:00:00+05:30,2026-01-12 12:20:00+05:30,SHORT,59852.1,59238.9,613.2,18396.0,12.26,2390283.0,1593.52,4 days 01:20:00
LONG,2026-01-12 12:20:00+05:30,2026-01-13 12:45:00+05:30,LONG,59238.9,59470.55,231.65,6949.5,4.63,2397232.5,1598.16,1 days 00:25:00
SHORT,2026-01-13 12:45:00+05:30,2026-01-13 15:05:00+05:30,SHORT,59470.55,59590.85,-120.3,-3609.0,-2.41,2393623.5,1595.75,0 days 02:20:00
LONG,2026-01-13 15:05:00+05:30,2026-01-14 14:20:00+05:30,LONG,59590.85,59500.35,-90.5,-2715.0,-1.81,2390908.5,1593.94,0 days 23:15:00
SHORT,2026-01-14 14:20:00+05:30,2026-01-16 09:25:00+05:30,SHORT,59500.35,59763.65,-263.3,-7899.0,-5.27,2383009.5,1588.67,1 days 19:05:00
LONG,2026-01-16 09:25:00+05:30,2026-01-19 09:20:00+05:30,LONG,59763.65,59897.4,133.75,4012.5,2.68,2387022.0,1591.35,2 days 23:55:00
SHORT,2026-01-19 09:20:00+05:30,2026-01-19 14:45:00+05:30,SHORT,59897.4,59947.5,-50.1,-1503.0,-1.0,2385519.0,1590.35,0 days 05:25:00
LONG,2026-01-19 14:45:00+05:30,2026-01-20 09:35:00+05:30,LONG,59947.5,59711.3,-236.2,-7086.0,-4.72,2378433.0,1585.62,0 days 18:50:00
SHORT,2026-01-20 09:35:00+05:30,2026-01-21 12:35:00+05:30,SHORT,59711.3,58928.8,782.5,23475.0,15.65,2401908.0,1601.27,1 days 03:00:00
LONG,2026-01-21 12:35:00+05:30,2026-01-21 14:25:00+05:30,LONG,58928.8,58751.55,-177.25,-5317.5,-3.55,2396590.5,1597.73,0 days 01:50:00
SHORT,2026-01-21 14:25:00+05:30,2026-01-22 09:15:00+05:30,SHORT,58751.55,59320.05,-568.5,-17055.0,-11.37,2379535.5,1586.36,0 days 18:50:00
LONG,2026-01-22 09:15:00+05:30,2026-01-22 10:50:00+05:30,LONG,59320.05,59022.0,-298.05,-8941.5,-5.96,2370594.0,1580.4,0 days 01:35:00
SHORT,2026-01-22 10:50:00+05:30,2026-01-22 15:15:00+05:30,SHORT,59022.0,59272.9,-250.9,-7527.0,-5.02,2363067.0,1575.38,0 days 04:25:00
LONG,2026-01-22 15:15:00+05:30,2026-01-23 11:45:00+05:30,LONG,59272.9,58931.35,-341.55,-10246.5,-6.83,2352820.5,1568.55,0 days 20:30:00
SHORT,2026-01-23 11:45:00+05:30,2026-01-27 10:15:00+05:30,SHORT,58931.35,58760.95,170.4,5112.0,3.41,2357932.5,1571.96,3 days 22:30:00
LONG,2026-01-27 10:15:00+05:30,2026-01-28 13:30:00+05:30,LONG,58760.95,59343.05,582.1,17463.0,11.64,2375395.5,1583.6,1 days 03:15:00
SHORT,2026-01-28 13:30:00+05:30,2026-01-28 14:50:00+05:30,SHORT,59343.05,59528.65,-185.6,-5568.0,-3.71,2369827.5,1579.88,0 days 01:20:00
LONG,2026-01-28 14:50:00+05:30,2026-01-30 09:15:00+05:30,LONG,59528.65,59730.35,201.7,6051.0,4.03,2375878.5,1583.92,1 days 18:25:00
SHORT,2026-01-30 09:15:00+05:30,2026-01-30 14:05:00+05:30,SHORT,59730.35,59802.3,-71.95,-2158.5,-1.44,2373720.0,1582.48,0 days 04:50:00
LONG,2026-01-30 14:05:00+05:30,2026-02-01 11:45:00+05:30,LONG,59802.3,59489.1,-313.2,-9396.0,-6.26,2364324.0,1576.22,1 days 21:40:00
SHORT,2026-02-01 11:45:00+05:30,2026-02-02 13:45:00+05:30,SHORT,59489.1,58343.3,1145.8,34374.0,22.92,2398698.0,1599.13,1 days 02:00:00
LONG,2026-02-02 13:45:00+05:30,2026-02-04 15:25:00+05:30,LONG,58343.3,60148.1,1804.8,54144.0,36.1,2452842.0,1635.23,2 days 01:40:00
SHORT,2026-02-04 15:25:00+05:30,2026-02-05 15:00:00+05:30,SHORT,60148.1,60105.05,43.05,1291.5,0.86,2454133.5,1636.09,0 days 23:35:00
LONG,2026-02-05 15:00:00+05:30,2026-02-06 10:25:00+05:30,LONG,60105.05,59822.65,-282.4,-8472.0,-5.65,2445661.5,1630.44,0 days 19:25:00
SHORT,2026-02-06 10:25:00+05:30,2026-02-06 14:30:00+05:30,SHORT,59822.65,59976.6,-153.95,-4618.5,-3.08,2441043.0,1627.36,0 days 04:05:00
LONG,2026-02-06 14:30:00+05:30,2026-02-10 13:45:00+05:30,LONG,59976.6,60634.3,657.7,19731.0,13.15,2460774.0,1640.52,3 days 23:15:00
SHORT,2026-02-10 13:45:00+05:30,2026-02-11 13:35:00+05:30,SHORT,60634.3,60727.75,-93.45,-2803.5,-1.87,2457970.5,1638.65,0 days 23:50:00
LONG,2026-02-11 13:35:00+05:30,2026-02-12 14:45:00+05:30,LONG,60727.75,60613.1,-114.65,-3439.5,-2.29,2454531.0,1636.35,1 days 01:10:00
SHORT,2026-02-12 14:45:00+05:30,2026-02-16 10:00:00+05:30,SHORT,60613.1,60351.4,261.7,7851.0,5.23,2462382.0,1641.59,3 days 19:15:00
LONG,2026-02-16 10:00:00+05:30,2026-02-17 09:15:00+05:30,LONG,60351.4,60693.75,342.35,10270.5,6.85,2472652.5,1648.44,0 days 23:15:00
SHORT,2026-02-17 09:15:00+05:30,2026-02-17 10:20:00+05:30,SHORT,60693.75,60959.3,-265.55,-7966.5,-5.31,2464686.0,1643.12,0 days 01:05:00
LONG,2026-02-17 10:20:00+05:30,2026-02-19 10:10:00+05:30,LONG,60959.3,61378.35,419.05,12571.5,8.38,2477257.5,1651.5,1 days 23:50:00
SHORT,2026-02-19 10:10:00+05:30,2026-02-20 09:30:00+05:30,SHORT,61378.35,60974.5,403.85,12115.5,8.08,2489373.0,1659.58,0 days 23:20:00
LONG,2026-02-20 09:30:00+05:30,2026-02-20 13:05:00+05:30,LONG,60974.5,61036.3,61.8,1854.0,1.24,2491227.0,1660.82,0 days 03:35:00
SHORT,2026-02-20 13:05:00+05:30,2026-02-20 14:45:00+05:30,SHORT,61036.3,61312.45,-276.15,-8284.5,-5.52,2482942.5,1655.29,0 days 01:40:00
LONG,2026-02-20 14:45:00+05:30,2026-02-23 13:10:00+05:30,LONG,61312.45,61075.9,-236.55,-7096.5,-4.73,2475846.0,1650.56,2 days 22:25:00
SHORT,2026-02-23 13:10:00+05:30,2026-02-23 15:20:00+05:30,SHORT,61075.9,61289.5,-213.6,-6408.0,-4.27,2469438.0,1646.29,0 days 02:10:00
LONG,2026-02-23 15:20:00+05:30,2026-02-24 12:20:00+05:30,LONG,61289.5,61081.0,-208.5,-6255.0,-4.17,2463183.0,1642.12,0 days 21:00:00
SHORT,2026-02-24 12:20:00+05:30,2026-02-25 09:15:00+05:30,SHORT,61081.0,61215.5,-134.5,-4035.0,-2.69,2459148.0,1639.43,0 days 20:55:00
LONG,2026-02-25 09:15:00+05:30,2026-02-25 12:30:00+05:30,LONG,61215.5,61002.3,-213.2,-6396.0,-4.26,2452752.0,1635.17,0 days 03:15:00
SHORT,2026-02-25 12:30:00+05:30,2026-02-26 09:15:00+05:30,SHORT,61002.3,61120.45,-118.15,-3544.5,-2.36,2449207.5,1632.8,0 days 20:45:00
LONG,2026-02-26 09:15:00+05:30,2026-02-26 12:15:00+05:30,LONG,61120.45,60928.2,-192.25,-5767.5,-3.84,2443440.0,1628.96,0 days 03:00:00
SHORT,2026-02-26 12:15:00+05:30,2026-02-26 14:40:00+05:30,SHORT,60928.2,61141.5,-213.3,-6399.0,-4.27,2437041.0,1624.69,0 days 02:25:00
LONG,2026-02-26 14:40:00+05:30,2026-02-27 09:15:00+05:30,LONG,61141.5,60936.1,-205.4,-6162.0,-4.11,2430879.0,1620.59,0 days 18:35:00
SHORT,2026-02-27 09:15:00+05:30,2026-03-02 14:05:00+05:30,SHORT,60936.1,59668.2,1267.9,38037.0,25.36,2468916.0,1645.94,3 days 04:50:00
LONG,2026-03-02 14:05:00+05:30,2026-03-04 09:15:00+05:30,LONG,59668.2,58870.15,-798.05,-23941.5,-15.96,2444974.5,1629.98,1 days 19:10:00
SHORT,2026-03-04 09:15:00+05:30,2026-03-04 13:10:00+05:30,SHORT,58870.15,58739.4,130.75,3922.5,2.62,2448897.0,1632.6,0 days 03:55:00
LONG,2026-03-04 13:10:00+05:30,2026-03-04 15:15:00+05:30,LONG,58739.4,58672.0,-67.4,-2022.0,-1.35,2446875.0,1631.25,0 days 02:05:00
SHORT,2026-03-04 15:15:00+05:30,2026-03-05 11:05:00+05:30,SHORT,58672.0,59112.3,-440.3,-13209.0,-8.81,2433666.0,1622.44,0 days 19:50:00
LONG,2026-03-05 11:05:00+05:30,2026-03-05 11:45:00+05:30,LONG,59112.3,58752.45,-359.85,-10795.5,-7.2,2422870.5,1615.25,0 days 00:40:00
SHORT,2026-03-05 11:45:00+05:30,2026-03-05 14:40:00+05:30,SHORT,58752.45,58878.75,-126.3,-3789.0,-2.53,2419081.5,1612.72,0 days 02:55:00
LONG,2026-03-05 14:40:00+05:30,2026-03-06 09:15:00+05:30,LONG,58878.75,58534.65,-344.1,-10323.0,-6.88,2408758.5,1605.84,0 days 18:35:00
SHORT,2026-03-06 09:15:00+05:30,2026-03-09 14:50:00+05:30,SHORT,58534.65,55953.1,2581.55,77446.5,51.63,2486205.0,1657.47,3 days 05:35:00
LONG,2026-03-09 14:50:00+05:30,2026-03-11 09:20:00+05:30,LONG,55953.1,56703.25,750.15,22504.5,15.0,2508709.5,1672.47,1 days 18:30:00
SHORT,2026-03-11 09:20:00+05:30,2026-03-12 13:30:00+05:30,SHORT,56703.25,55497.35,1205.9,36177.0,24.12,2544886.5,1696.59,1 days 04:10:00
LONG,2026-03-12 13:30:00+05:30,2026-03-12 14:40:00+05:30,LONG,55497.35,55175.1,-322.25,-9667.5,-6.44,2535219.0,1690.15,0 days 01:10:00
SHORT,2026-03-12 14:40:00+05:30,2026-03-16 11:15:00+05:30,SHORT,55175.1,53853.85,1321.25,39637.5,26.42,2574856.5,1716.57,3 days 20:35:00
LONG,2026-03-16 11:15:00+05:30,2026-03-19 09:15:00+05:30,LONG,53853.85,53746.1,-107.75,-3232.5,-2.15,2571624.0,1714.42,2 days 22:00:00
SHORT,2026-03-19 09:15:00+05:30,2026-03-19 12:50:00+05:30,SHORT,53746.1,54141.85,-395.75,-11872.5,-7.92,2559751.5,1706.5,0 days 03:35:00
LONG,2026-03-19 12:50:00+05:30,2026-03-19 14:00:00+05:30,LONG,54141.85,53762.5,-379.35,-11380.5,-7.59,2548371.0,1698.91,0 days 01:10:00
SHORT,2026-03-19 14:00:00+05:30,2026-03-20 09:15:00+05:30,SHORT,53762.5,54195.4,-432.9,-12987.0,-8.66,2535384.0,1690.26,0 days 19:15:00
LONG,2026-03-20 09:15:00+05:30,2026-03-20 12:05:00+05:30,LONG,54195.4,53782.6,-412.8,-12384.0,-8.26,2523000.0,1682.0,0 days 02:50:00
SHORT,2026-03-20 12:05:00+05:30,2026-03-23 14:00:00+05:30,SHORT,53782.6,51986.25,1796.35,53890.5,35.93,2576890.5,1717.93,3 days 01:55:00
LONG,2026-03-23 14:00:00+05:30,2026-03-23 15:00:00+05:30,LONG,51986.25,51475.35,-510.9,-15327.0,-10.22,2561563.5,1707.71,0 days 01:00:00
SHORT,2026-03-23 15:00:00+05:30,2026-03-24 09:15:00+05:30,SHORT,51475.35,52218.2,-742.85,-22285.5,-14.86,2539278.0,1692.85,0 days 18:15:00
LONG,2026-03-24 09:15:00+05:30,2026-03-25 15:10:00+05:30,LONG,52218.2,53676.15,1457.95,43738.5,29.16,2583016.5,1722.01,1 days 05:55:00
SHORT,2026-03-25 15:10:00+05:30,2026-04-01 09:15:00+05:30,SHORT,53676.15,51763.75,1912.4,57372.0,38.25,2640388.5,1760.26,6 days 18:05:00
LONG,2026-04-01 09:15:00+05:30,2026-04-01 13:40:00+05:30,LONG,51763.75,51470.0,-293.75,-8812.5,-5.88,2631576.0,1754.38,0 days 04:25:00
SHORT,2026-04-01 13:40:00+05:30,2026-04-02 12:40:00+05:30,SHORT,51470.0,50439.1,1030.9,30927.0,20.62,2662503.0,1775.0,0 days 23:00:00
LONG,2026-04-02 12:40:00+05:30,2026-04-07 09:15:00+05:30,LONG,50439.1,51940.6,1501.5,45045.0,30.03,2707548.0,1805.03,4 days 20:35:00
SHORT,2026-04-07 09:15:00+05:30,2026-04-07 13:35:00+05:30,SHORT,51940.6,52476.65,-536.05,-16081.5,-10.72,2691466.5,1794.31,0 days 04:20:00
LONG,2026-04-07 13:35:00+05:30,2026-04-09 09:30:00+05:30,LONG,52476.65,55318.4,2841.75,85252.5,56.84,2776719.0,1851.15,1 days 19:55:00
